city,date,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure
Delhi,2020-01-01,69.64028576767794,36.019871845270345,50.427820583378484,58.03357147306495,36.855972547336364,15.35530749321204,3.2299567002074205,29.83699379475226,73.11933958954232,1006.6672403271409
Delhi,2020-01-02,102.238787205518,43.79838969442454,61.317745572194355,85.19898933793166,39.662133344842815,16.03481216994855,3.370647502117676,25.22311806262035,66.92446553537788,1006.675495545516
Delhi,2020-01-03,63.27305315131806,45.29055683816305,63.406779573428274,50.04960331342887,42.18203543421204,20.415031743316813,3.4883560943456047,25.141736151886125,70.23916440999513,1015.8935112968366
Delhi,2020-01-04,79.0130152204061,33.422203028377005,46.7910842397278,65.84417935033842,29.85619835761409,12.865191590413437,2.275348144668913,28.88459209695708,67.99316511620077,1010.8095479607226
Delhi,2020-01-05,89.24900672961927,29.209121162255315,40.89276962715745,74.37417227468272,33.54664697461638,12.400971511383457,2.3592216131877115,24.04139063139305,54.13578013577032,1013.9639409280401
Delhi,2020-01-06,87.16379308833385,43.24066801930112,60.536935227021566,72.63649424027821,41.763767032441315,15.81471791516376,3.508955144799538,26.01248320516053,70.99311367653459,1013.8837510036615
Delhi,2020-01-07,83.81117958128463,36.864920431124744,51.61088860357464,69.84264965107053,34.468230821998745,17.255812472391654,2.9356231936497497,26.161109600275566,69.8236307863128,1002.7499604937245
Delhi,2020-01-08,93.36798106503792,35.52073651684567,49.72903112358394,77.8066508875316,39.04244633680482,17.67094359150469,2.621227964156395,30.40610007931179,60.6324385149892,1016.998612718183
Delhi,2020-01-09,59.35631806395041,38.346047536309506,53.68446655083331,28.150791241993094,39.570878709300274,15.419395449742234,2.8087104056633914,30.39334041711809,71.68317470437063,1006.718290997089
Delhi,2020-01-10,65.96958758239151,47.48855054261865,66.48397075966611,49.38108096993028,43.97972505492767,20.041382234218077,3.3655280048520826,31.14726279721788,62.88018546917734,1007.6287619186659
Delhi,2020-01-11,64.05294744925288,39.91386568415993,55.87941195782389,26.611410580574823,42.70196496616859,19.515270026718586,3.2826579994942464,23.316860091690895,53.78170793569918,1015.1498565760866
Delhi,2020-01-12,87.69681519290134,43.372583283364264,60.721616596709964,73.08067932741778,44.92991157721788,19.267752667203403,3.664992938645383,27.655245527198844,59.15423884297676,1014.053141021613
Delhi,2020-01-13,104.65191218238361,41.230805075556816,57.72312710577954,87.20992681865302,40.414460962681574,17.512873046099923,3.5362558739959185,22.77931944522674,63.326008081602666,1016.614434029145
Delhi,2020-01-14,62.99186514445675,44.26497523896375,61.97096533454925,43.58763172602796,41.99457676297117,19.97512988665835,3.250816888774703,27.32415831620127,71.17690122457762,1006.8703478452941
Delhi,2020-01-15,92.31256129066456,39.23020509785531,54.922287136997426,76.92713440888714,40.11848650308876,17.430154030563898,3.1627380152932387,23.99410853297791,63.757043467695105,1017.1286914807532
Delhi,2020-01-16,77.7476284398474,50.67629508507731,70.94681311910823,64.7896903665395,42.86323200893531,20.438790375914678,3.6911805323744953,29.35122572079565,57.397273063158636,1017.3955098125514
Delhi,2020-01-17,71.19537175577415,44.524274560744914,62.333984385042875,59.32947646314513,39.31054780079762,21.201927538429896,3.043215054557348,30.827002840754464,64.87462251079188,1017.0437707448918
Delhi,2020-01-18,99.60333022270112,33.02610682358753,46.23654955302254,83.00277518558427,31.27747894985802,13.32087079526772,3.093330150820795,30.399263509166026,58.282021088932986,1008.3266490595071
Delhi,2020-01-19,105.06644084463379,36.94011397147796,51.71615956006914,87.55536737052816,36.44891776401549,15.057637034083566,2.7898422874867226,30.368751025130557,65.55505056694173,1008.6583592122439
