city,date,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure
Delhi,2020-01-01,79.42310296519597,38.244386370413515,53.54214091857893,66.1859191376633,41.652140082346875,13.501742830690116,2.4341125930183245,21.60819945511601,61.4520435717464,1009.7248822744548
Delhi,2020-01-02,77.1735053295299,38.89086884944041,54.44721638921657,64.31125444127493,33.80256253677234,15.027512698452894,2.668763717514879,24.492736831426697,71.17331956576875,1006.5428250882394
Delhi,2020-01-03,92.11951274292402,38.262596841988355,53.567635578783694,76.76626061910335,36.11475330638737,15.33754723823992,2.7134892485359017,27.267228891567495,64.68365413413763,1017.8579734599817
Delhi,2020-01-04,61.93736534739675,27.50397307191783,38.50556230068496,51.61447112283063,28.16588249949972,12.352961516751204,2.7059134851921494,25.485787000317007,64.78931605421813,1010.0653444167252
Delhi,2020-01-05,88.86269888673291,31.334320775906665,43.86804908626934,74.05224907227743,31.060229800413598,13.098183809436332,2.5111187323014548,24.347442757946812,69.46675865178233,1004.9021391241796
Delhi,2020-01-06,64.41843461434915,48.29249426509007,67.6094919711261,33.956643431305324,42.94562307623277,20.31490025167982,3.5764315512982336,27.578025675077484,68.65758232411545,1017.6678682876853
Delhi,2020-01-07,64.76608815246097,47.21133643574883,66.09587101004836,22.977569244245377,43.17739210164064,19.411563889657305,2.9256068997416076,29.318542580335986,55.76755674052541,1008.4218048237012
Delhi,2020-01-08,52.63693607301772,39.807884766998306,55.73103867379762,37.84367267646656,35.091290715345146,15.863762897634807,3.056153411453775,22.3254167157059,64.6235942522715,1011.5990676614954
Delhi,2020-01-09,85.36690255986892,39.56274448947715,55.387842285268,71.13908546655743,41.92531973051153,17.17854688948689,2.6408836486333467,27.332324945054395,71.05775230758985,1018.2842163373059
Delhi,2020-01-10,97.96409185485295,46.70459964795113,65.38643950713157,81.63674321237747,47.40139128616725,21.022363431246518,2.8745723644184595,30.839822873359438,56.78737472228059,1019.4182169823865
Delhi,2020-01-11,60.42214977049292,41.32177287157923,57.85048202021091,22.392213463779115,40.28143318032861,14.551659639950858,3.2078649592909345,22.42428982262276,62.44597970686495,1012.1128658823005
Delhi,2020-01-12,90.63263867041861,35.82134243659006,50.14987941122608,75.52719889201552,39.428206395619085,15.678251756284094,3.079992137428075,31.98930322060539,59.439749539439205,1010.3713559144899
Delhi,2020-01-13,59.99522851444025,37.34960179248816,52.28944250948342,49.996023762033545,34.58253674871808,18.579754591115737,2.983719282221852,24.91875674542028,57.94987833809668,1012.7218307931645
Delhi,2020-01-14,90.51393955376284,47.8541124735779,66.99575746300906,75.42828296146904,41.15231898748809,19.131550630119804,3.622464086711409,30.113343562291654,64.09707562594645,1003.3417046315957
Delhi,2020-01-15,105.5389379361862,49.61824718311937,69.46554605636712,87.94911494682184,49.53522631051155,20.49418263899065,3.637795730253657,28.91579155628215,59.51076717512835,1013.2345433047245
Delhi,2020-01-16,73.90124294079469,54.979685420056995,76.9715595880798,48.92563714940851,49.26749529386313,21.495595168551972,3.4148858798879766,32.60243104458061,69.80716036072266,1011.8040519951941
Delhi,2020-01-17,70.917919880112,54.19234606499874,75.86928449099823,27.45104270935858,47.278613253408,19.846432350166545,3.4980885581948025,28.58256171467336,50.73336306346721,1010.8678206722816
Delhi,2020-01-18,57.40239759996245,40.01687860097438,56.02363004136413,47.835331333302044,33.52397901395071,16.76509307027421,2.9341459206488145,24.056755847739453,65.13827385389362,1004.671457931838
Delhi,2020-01-19,56.73089448467393,32.99131705054245,46.18784387075942,47.275745403894945,36.920001086304175,14.481319458786693,2.6460594715394197,28.504766572731263,63.860409204495454,1004.5482005153144
Delhi,2020-01-20,64.49096215468282,51.2701853080029,71.77825943120405,52.923049537205095,42.99397476978855,20.171790502351016,3.7174019225918853,29.3455105471754,60.35952361155756,1012.4958271245366
Delhi,2020-01-21,97.30852703621427,42.92073529545125,60.089029413631756,81.09043919684522,39.081858074778566,16.36395407773308,3.3791932730283047,26.497262055469392,51.91282682116447,1009.0357375011753
Delhi,2020-01-22,62.79242727292179,41.16228355677359,57.62719697948302,29.16289550142653,41.86161818194786,17.393088064498627,3.458452296920642,24.555915848830267,52.21874184001129,1002.4644170945124
Delhi,2020-01-23,78.24493987128672,55.4796276515728,77.67147871220192,59.60471329688766,52.16329324752448,18.6675655976788,4.207246506739767,24.044971874618618,52.07327977346357,1014.2074710527324
Delhi,2020-01-24,67.47117759472812,53.3460792638433,74.68451096938063,53.064125621455894,44.980785063152084,18.048386387222692,3.9434482584039845,33.49264661972524,64.69845554216943,1007.9461361214456
Delhi,2020-01-25,61.708706191442324,46.87617658744699,65.62664722242579,48.48639827785064,41.13913746096155,17.166528769122166,2.9733585222986925,25.52376803148435,49.903492809032144,1012.3676760815132
Delhi,2020-01-26,82.65290848959387,35.93858930297335,50.31402502416268,68.87742374132823,34.89463805622962,13.707550389489672,2.719130136682254,29.376604587428112,64.36004137560633,1007.2528838466634
Delhi,2020-01-27,69.90297233941547,47.97020160707652,67.15828224990713,54.52629442814828,46.60198155961031,19.358766163896178,3.841051014145401,27.115754992130263,63.44236199128238,1000.5965206753516
Delhi,2020-01-28,56.597216473663025,46.37606572290911,64.92649201207276,26.41285550828932,37.73147764910868,17.512386543976824,3.3347450194491333,30.052762202395037,58.49945406384958,1001.2700613358295
Delhi,2020-01-29,80.20239368811681,65.22563749500722,91.31589249301011,64.7238251510588,53.46826245874454,23.221617942051008,4.286377142835582,27.530310179987357,56.875917201454826,1000.237233725247
Delhi,2020-01-30,78.61873165197036,63.563724704927026,88.98921458689784,28.896785679137157,52.41248776798024,22.921316136350537,4.608195313190423,30.620618940537135,62.91997541545732,1010.0341582506074
Delhi,2020-01-31,75.03569817213659,62.22688890595097,87.11764446833135,52.29505844944627,50.02379878142439,22.24909655103621,4.2617370840246895,28.351586068852683,64.01551143222851,1016.7435890085422
Delhi,2020-02-01,55.125454772347545,37.81870457709595,52.946186407934334,31.158839623533105,36.75030318156503,18.94393769422482,2.849849005088052,29.720230991844453,57.09790170106198,1000.6459433987068
Delhi,2020-02-02,89.13758229095247,48.57343139582008,68.0028039541481,74.28131857579372,42.409364302100194,20.8920777270869,3.3346263616084086,28.409757283051754,58.123744529617944,1011.4976535959851
Delhi,2020-02-03,87.13523725257113,66.521361618957,93.1299062665398,71.73174202155228,58.09015816838075,24.60236050738134,4.103824124399248,32.133840249492124,46.971795993357155,1001.9938796037989
Delhi,2020-02-04,75.57025862939355,59.94545931257368,83.92364303760316,31.491435963562793,50.380172419595695,20.60068160421811,3.883234561321144,27.343796820754207,53.32099186506191,1013.5263413448405
Delhi,2020-02-05,80.84232926631111,64.63030624780848,90.48242874693187,48.33380498948398,53.89488617754074,21.49628766783194,4.052027448756123,32.93620734524897,50.25781997484984,1013.4462206577323
Delhi,2020-02-06,75.47286793961571,57.8014021310717,80.92196298350036,53.63077465026483,50.31524529307714,20.52007796567058,3.448161483201245,26.30092214114488,46.679198874532496,1009.4701535380657
Delhi,2020-02-07,86.50653481215453,50.53544649347486,70.7496250908648,72.08877901012877,43.682216279074794,17.297603461934916,3.6966682216899294,34.34252554203327,48.8619463627128,1018.8686645591225
